zone	indicateur1	indicateur2	souszone	valeur	occurences	erreur_i1	erreur_i2	erreur_souszone	erreur_valeur
982	 	 	e	[Prayer books and devotions]	1.0	0	0	1	0
982	 	 	e	[Prayer-books and devotions]	3.0	0	0	1	0
982	 	 	e	[Prayers and devotions]	28.0	0	0	1	0
982	 	 	e	[Quotations, maxims, etc.]	6.0	0	0	1	0
982	 	 	e	[Quotations]	3.0	0	0	1	0
982	 	 	e	[Registers]	3.0	0	0	1	0
982	 	 	e	[Rules]	17.0	0	0	1	0
982	 	 	e	[Sacred books]	1.0	0	0	1	0
982	 	 	e	[Sermons]	45.0	0	0	1	0
982	 	 	e	[Songs and music]	1.0	0	0	1	0
982	 	 	e	[Sources]	100.0	0	0	1	0
982	 	 	e	[Statistics]	5.0	0	0	1	0
982	 	 	e	[Terminology]	3.0	0	0	1	0
982	 	 	e	[Textbooks]	9.0	0	0	1	0
982	 	 	e	[Texts]	29.0	0	0	1	0
982	 	 	e	[Translations into English]	17.0	0	0	1	0
982	 	 	e	[Translations into French]	60.0	0	0	1	0
982	 	 	e	[Translations into German]	1.0	0	0	1	0
982	 	 	e	[article de périodique]	111.0	0	0	1	0
982	 	 	e	[brochure]	2.0	0	0	1	0
982	 	 	e	[catalogue d'exposition]	5.0	0	0	1	0
982	 	 	e	[compte rendu]	7.0	0	0	1	0
982	 	 	e	[dictionnaire]	2.0	0	0	1	0
982	 	 	e	[encyclopédie]	1.0	0	0	1	0
982	 	 	e	[exercices] // [méthode]	1.0	0	0	1	0
982	 	 	e	[inventaire électronique]	21.0	0	0	1	0
982	 	 	e	[monographie]	931.0	0	0	1	0
982	 	 	e	[périodique]	1.0	0	0	1	0
982	 	 	e	[rapport]	3.0	0	0	1	0
982	 	 	e	[sources]	1.0	0	0	1	0
982	 	 	e	[série]	44.0	0	0	1	0
982	 	 	e	[texte de conférence]	5.0	0	0	1	0
982	 	 	e	[tiré à part]	4.0	0	0	1	0
982	 	 	f	[tiré à part]	4.0	0	0	1	0
982	 	 	f	Economic integration	1.0	0	0	1	0
982	 	 	j	Economic integration	1.0	0	0	1	0
982	 	 	j	BFLA 140341/E/1-14	1.0	0	0	1	0
982	 	 	s	BFLA 140341/E/1-14	1.0	0	0	1	0
982	 	 	s	WL 100 POU	1.0	0	0	1	0
982	 	 	x	WL 100 POU	1.0	0	0	1	0
982	 	 	x	History of doctrines	1.0	0	0	1	0
982	 	 	x	ge/hei-/k	3.0	0	0	1	0
982	 	 	x	ge/heid	1.0	0	0	1	0
982	 	 	x	ge/ulan/l/2018/445	1.0	0	0	1	0
982	 	 	x	ge/ulch/a/2017/124	1.0	0	0	1	0
982	 	 	x	ge/ules/a/97/271/1-2	1.0	0	0	1	0
982	 	 	x	ge/vbaa/d/2013/294099-30	1.0	0	0	1	0
982	 	 	x	ge/vbaa/d/2014/334688-2	1.0	0	0	1	0
982	 	 	x	ge/vbge/a/2008/17274.11	1.0	0	0	1	0
982	 	 	x	ge/vbge/a/2009/111930.7	1.0	0	0	1	0
982	 	 	x	ge/vbmu/a/2012/830	1.0	0	0	1	0
982	 	 	x	ge/vbmu/a/2013/510	1.0	0	0	1	0
982	 	 	x	ge/vbmu/a/2014/315	1.0	0	0	1	0
982	 	 	x	ge/vbmu/d/2014/d17	1.0	0	0	1	0
982	 	 	x	ge/vbpu/a/97/755	1.0	0	0	1	0
982	2	 	x	ge/vbpu/a/97/755	1.0	1	0	1	0
982	2	 	2	ge/vbpu/a/97/755	1.0	1	0	0	1
982	2	 	2	cdu-geusst	1.0	1	0	0	0
982	2	 	a	cdu-geusst	1.0	1	0	0	0
982	2	 	a	528.9	1.0	1	0	0	0
992	 	 	a	528.9	1.0	0	0	0	1
992	 	 	1	528.9	1.0	0	0	1	0
992	 	 	1	5	1.0	0	0	1	0
992	 	 	1	cdu-gevcjb	3778.0	0	0	1	0
992	 	 	1	ge-vbaa	341.0	0	0	1	0
992	 	 	1	ge-vimv	109.0	0	0	1	0
992	 	 	1	ge-vmhn	202.0	0	0	1	0
992	 	 	2	ge-vmhn	202.0	0	0	1	0
992	 	 	2	1	1.0	0	0	1	0
992	 	 	2	7313	1.0	0	0	1	0
992	 	 	2	cdu-gevcjb	2.0	0	0	1	0
992	 	 	2	dew-gevbge	1.0	0	0	1	0
992	 	 	2	pcdm	1.0	0	0	1	0
992	 	 	2	re	1.0	0	0	1	0
992	 	 	3	re	1.0	0	0	1	0
992	 	 	3	5187	1.0	0	0	1	0
992	 	 	9	5187	1.0	0	0	1	0
992	 	 	9	VI 2 Grande-Bretagne ALBI	1.0	0	0	1	0
992	 	 	9	VI 2 Grande-Bretagne BEFO	1.0	0	0	1	0
992	 	 	F	VI 2 Grande-Bretagne BEFO	1.0	0	0	1	0
992	 	 	F	QU 4 14/1 ex.1-2	1.0	0	0	1	0
992	 	 	I	QU 4 14/1 ex.1-2	1.0	0	0	1	0
992	 	 	I	[Part 1.]	1.0	0	0	1	0
992	 	 	I	[Part 2.]	1.0	0	0	1	0
992	 	 	I	[Reçu vol. 1, 3.]	1.0	0	0	1	0
992	 	 	V	[Reçu vol. 1, 3.]	1.0	0	0	1	0
992	 	 	V	I 2 Grande-Bretagne BEIE	1.0	0	0	1	0
992	 	 	X	I 2 Grande-Bretagne BEIE	1.0	0	0	1	0
992	 	 	X	ge/ulsa/d/08/176	1.0	0	0	1	0
992	 	 	a	ge/ulsa/d/08/176	1.0	0	0	0	1
992	 	 	a	'030 REY	1.0	0	0	0	1
992	 	 	a	- 225/13	1.0	0	0	0	1
992	 	 	a	...	10.0	0	0	0	1
992	 	 	a	/2013/263298.1	1.0	0	0	0	1
992	 	 	a	/BGE Btm 14842	1.0	0	0	0	1
992	 	 	a	/BGE Ib 4622	1.0	0	0	0	1
992	 	 	a	0. 674 AASA	1.0	0	0	0	1
992	 	 	a	0.1 AVEN	1.0	0	0	0	1
992	 	 	a	0.1 BALL	1.0	0	0	0	1
992	 	 	a	0.1 BARB	1.0	0	0	0	1
992	 	 	a	0.1 BOHE	1.0	0	0	0	1
992	 	 	a	wcc DM2001/10	1.0	0	0	0	1
992	 	 	a	ËT AF 1450	1.0	0	0	0	1
992	 	 	a	ÏHR LBR 665	1.0	0	0	0	1
992	 	 	a	àa BGE Sg 2251	1.0	0	0	0	1
992	 	 	a	القاهرة	1.0	0	0	0	1
992	 	 	a	حب الالهي في التصوف الاسلامي	1.0	0	0	0	1
992	 	 	a	شعراء الرابطة القلمية	1.0	0	0	0	1
992	 	 	a	‬BAA 1375	1.0	0	0	0	1
992	 	 	a	‬BAA 1738	1.0	0	0	0	1
992	 	 	a	‬BAA BR 14417	1.0	0	0	0	1
992	 	 	a	‬BAA BR 14473	1.0	0	0	0	1
992	 	 	a	‬BAA BR 14525	1.0	0	0	0	1
992	 	 	a	‬BAA BR 14622	1.0	0	0	0	1
992	 	 	a	‬BAA BR 14743	1.0	0	0	0	1
992	 	 	a	‬BAA BR Q 7515	1.0	0	0	0	1
992	 	 	a	‬BAA BR Q 7634	1.0	0	0	0	1
992	 	 	a	‬BAA Q 543/1-2	1.0	0	0	0	1
992	 	 	a	‬BAA Q 693	1.0	0	0	0	1
992	 	 	a	‬BAA Q 847	1.0	0	0	0	1
992	 	 	a	‬DBUH 729	1.0	0	0	0	1
992	 	 	a	‬‬159.955 (07) GOL.3	1.0	0	0	0	1
992	 	 	b	‬‬159.955 (07) GOL.3	1.0	0	0	1	0
992	 	 	b	(une histoire de pauvreté et de solidarité) : [30 ans d'aventures	1.0	0	0	1	0
992	 	 	b	2009/01	1.0	0	0	1	0
992	 	 	b	2009/02	1.0	0	0	1	0
992	 	 	b	2017/12	1.0	0	0	1	0
992	 	 	b	P. Corrard,	1.0	0	0	1	0
992	 	 	c	P. Corrard,	1.0	0	0	1	0
992	 	 	c	1922	1.0	0	0	1	0
992	 	 	c	7	1.0	0	0	1	0
992	 	 	c	BAA AD 3544	1.0	0	0	1	0
992	 	 	c	BAA BR 9696	1.0	0	0	1	0
992	 	 	l	BAA BR 9696	1.0	0	0	1	0
992	 	 	l	bonétat	2.0	0	0	1	0
992	 	 	l	bonétatBGE Taa 2402	1.0	0	0	1	0
992	 	 	p	bonétatBGE Taa 2402	1.0	0	0	1	0
992	 	 	p	ANTA 356	1.0	0	0	1	0
992	 	 	p	BA BFLA 102553	1.0	0	0	1	0
992	 	 	p	BAA AA 136	1.0	0	0	1	0
992	 	 	p	BAA AA 303	1.0	0	0	1	0
992	 	 	p	BAA AA 331	1.0	0	0	1	0
992	 	 	p	BAA AA 58	1.0	0	0	1	0
992	 	 	p	BAA AA Q 241	2.0	0	0	1	0
992	 	 	p	BAA AC 96/1	1.0	0	0	1	0
992	 	 	p	BAA AC 96/2	1.0	0	0	1	0
992	 	 	p	BAA AC 96/3	1.0	0	0	1	0
992	 	 	p	BAA AC 96/4	1.0	0	0	1	0
992	 	 	p	BAA AE 348/7	1.0	0	0	1	0
992	 	 	p	BAA AE 559	1.0	0	0	1	0
992	 	 	p	BAA AE 560	1.0	0	0	1	0
992	 	 	p	BAA AE Q 110/1896	1.0	0	0	1	0
992	 	 	p	BAA CA Q 14/11	1.0	0	0	1	0
992	 	 	p	BAA CA Q 14/146	1.0	0	0	1	0
992	 	 	p	BAA CA Q 16/106	1.0	0	0	1	0
992	 	 	p	BFLA 97381	1.0	0	0	1	0
992	 	 	p	BFLB 1049	1.0	0	0	1	0
992	 	 	p	BFLB 2347	1.0	0	0	1	0
992	 	 	p	BFLB 2952	1.0	0	0	1	0
992	 	 	p	BFLB 3574	1.0	0	0	1	0
992	 	 	p	BFLB 4716	1.0	0	0	1	0
992	 	 	p	BFLB 4938	1.0	0	0	1	0
992	 	 	p	BFLB 8074	1.0	0	0	1	0
992	 	 	p	BFLP 59/[8]	1.0	0	0	1	0
992	 	 	p	BFLQG 173	1.0	0	0	1	0
992	 	 	p	BFLQG 73	1.0	0	0	1	0
992	 	 	p	BOTA 1024	1.0	0	0	1	0
992	 	 	p	BOTA 1187	1.0	0	0	1	0
992	 	 	p	BOTA 1350	1.0	0	0	1	0
992	 	 	p	BOTA 1490	1.0	0	0	1	0
992	 	 	p	BOTA 1705	1.0	0	0	1	0
992	 	 	p	BOTA 1812	1.0	0	0	1	0
992	 	 	p	BOTA 1843	1.0	0	0	1	0
992	 	 	p	BOTA 1889	1.0	0	0	1	0
992	 	 	p	BOTA 1924/1(2)	1.0	0	0	1	0
992	 	 	p	BOTA 2274	1.0	0	0	1	0
992	 	 	p	BOTA 2275	1.0	0	0	1	0
992	 	 	p	BOTA 2625	1.0	0	0	1	0
992	 	 	p	BOTA 268	1.0	0	0	1	0
992	 	 	p	BOTA 2903	1.0	0	0	1	0
992	 	 	p	BOTA 3068	1.0	0	0	1	0
992	 	 	p	BOTA 3075	1.0	0	0	1	0
992	 	 	p	BOTA 3229	1.0	0	0	1	0
992	 	 	p	BOTA 3244	1.0	0	0	1	0
992	 	 	p	BOTA 3757/4(10A-10B)	1.0	0	0	1	0
992	 	 	p	BOTA 376	1.0	0	0	1	0
992	 	 	p	BOTA 3855	1.0	0	0	1	0
992	 	 	p	BOTA 42	1.0	0	0	1	0
992	 	 	p	BOTA 4267	1.0	0	0	1	0
992	 	 	p	BOTA 4409	1.0	0	0	1	0
992	 	 	p	BOTA 4634	1.0	0	0	1	0
992	 	 	p	SESB 1950	1.0	0	0	1	0
992	 	 	p	SESB 3346	1.0	0	0	1	0
992	 	 	p	SESP 774	1.0	0	0	1	0
992	 	 	q	SESP 774	1.0	0	0	1	0
992	 	 	q	ge-vmhn	1.0	0	0	1	0
992	 	 	t	ge-vmhn	1.0	0	0	1	0
992	 	 	t	0308	3.0	0	0	1	0
992	 	 	t	0401	402.0	0	0	1	0
992	 	 	t	0502	5.0	0	0	1	0
992	 	 	t	gt4	1.0	0	0	1	0
992	 	 	t	n2	5.0	0	0	1	0
992	 	 	t	nex	205.0	0	0	1	0
992	 	 	t	nv	261.0	0	0	1	0
992	 	 	v	nv	261.0	0	0	1	0
992	 	 	v	45	1.0	0	0	1	0
992	 	 	z	‬	1.0	0	0	1	0
992	 	 	z	2	3.0	0	0	1	0
